relpath	datechange	family	optype	familyoptype	label	example	topic	nodex	nodey	text
POP/inPOP/example1	250901	POP	inPOP	POP/inPOP	In	1	input to a component	50	45	The In POP is used to create a POP input in a Component. Component inputs are positioned alphanumerically on the left side of the Component.In this example, base1 COMP has a blue POP input connector on its left side. Zoom inside base1 to see the In POP, and notice that the In POP has the circle1 TOP acting as fallback data connected to the In POP's second input. This will be output by the In POP if nothing is connected to the first input of base1.Zoom out of base1 and connect box1 to base1, and see the output change.Also, when you rollover the input connector, you see a custom label, "Nice Geonmetry", set with the In POP's Label parameter.  Similarly for the Out POP out1.
POP/limitPOP/example1	250901	POP	limitPOP	POP/limitPOP	Limit	1	limit point attribut evalues	50	45	
POP/linePOP/example1	250901	POP	linePOP	POP/linePOP	Line	1	lines, subdivisions and interpolations	60	55	
POP/linePOP/example2	250901	POP	linePOP	POP/linePOP	Line	2	Cubic Bezier with tangent handles	320	55	
POP/linePOP/example3	250901	POP	linePOP	POP/linePOP	Line	3	keyframing to an independent variable	580	55	
POP/linebreakPOP/example1	250901	POP	linebreakPOP	POP/linebreakPOP	Line Break	1	line break hand edited	50	45	
POP/linebreakPOP/example2	250901	POP	linebreakPOP	POP/linebreakPOP	Line Break	2	line break using line index	280	45	
POP/linebreakPOP/example3	250901	POP	linebreakPOP	POP/linebreakPOP	Line Break	3	line break hand edited	510	55	
POP/linedividePOP/example1	250901	POP	linedividePOP	POP/linedividePOP	Line Divide	1	line strip divide methods	50	45	
POP/linedividePOP/example2	250901	POP	linedividePOP	POP/linedividePOP	Line Divide	2	line strip divide methods	280	45	
POP/linemetricsPOP/example1	250901	POP	linemetricsPOP	POP/linemetricsPOP	Line Metrics	1	line metrics attributes	80	55	
POP/linemetricsPOP/example2	250901	POP	linemetricsPOP	POP/linemetricsPOP	Line Metrics	2	put color ramp along line strips	340	55	
POP/linemetricsPOP/example3	250901	POP	linemetricsPOP	POP/linemetricsPOP	Line Metrics	3	line strip curvature	600	55	
POP/lineresamplePOP/example1	250901	POP	lineresamplePOP	POP/lineresamplePOP	Line Resample	1	line resampling methods	50	45	
POP/linesmoothPOP/example1	250901	POP	linesmoothPOP	POP/linesmoothPOP	Line Smooth	1	line smooth types and methods	50	45	
POP/linesmoothPOP/example2	250901	POP	linesmoothPOP	POP/linesmoothPOP	Line Smooth	2	smooth by distance vs by point steps	300	45	
POP/lookupattributePOP/example1	250901	POP	lookupattributePOP	POP/lookupattributePOP	Lookup Attribute	1	lookup attribute of another POP	60	55	
POP/lookupattributePOP/example2	250901	POP	lookupattributePOP	POP/lookupattributePOP	Lookup Attribute	2	get attributes of another point	320	55	
POP/lookupattributePOP/example3	250901	POP	lookupattributePOP	POP/lookupattributePOP	Lookup Attribute	3	put shape between pairs of points	580	55	
POP/lookupchannelPOP/example1	250901	POP	lookupchannelPOP	POP/lookupchannelPOP	Lookup Channel	1	lookup from POP attribute into CHOP channel	50	45	
POP/lookupchannelPOP/example2	250901	POP	lookupchannelPOP	POP/lookupchannelPOP	Lookup Channel	2	lookup into CHOP cyclic + non-cyclic	280	45	
POP/lookuptexturePOP/example1	250901	POP	lookuptexturePOP	POP/lookuptexturePOP	Lookup Texture	1	lookup texture	50	45	
POP/mathPOP/example1	250901	POP	mathPOP	POP/mathPOP	Math	1	math on single attribute of single input	50	45	
POP/mathPOP/example2	250901	POP	mathPOP	POP/mathPOP	Math	2	swizzling components of a vector	290	45	
POP/mathcombinePOP/example1	250901	POP	mathcombinePOP	POP/mathcombinePOP	Math Combine	1	math combine multi-inputs	50	45	
POP/mathcombinePOP/example2	250901	POP	mathcombinePOP	POP/mathcombinePOP	Math Combine	2	combine blend colors using a ramp	300	45	
POP/mathmixPOP/example1	250901	POP	mathmixPOP	POP/mathmixPOP	Math Mix	1	math mix basic techniques	50	45	
POP/mathmixPOP/example2	250901	POP	mathmixPOP	POP/mathmixPOP	Math Mix	2	math mix basic techniques	300	45	
POP/mathmixPOP/example3	250901	POP	mathmixPOP	POP/mathmixPOP	Math Mix	3	built-in attributes	540	45	
POP/mathmixPOP/example4	250901	POP	mathmixPOP	POP/mathmixPOP	Math Mix	4	uniforms	780	45	Create a Uniform in the Math Mix POP so you can scale the noise with a slider.Yuo can pu5 constant numbers and float3s in Combine blocks, like "1 .5 2". but you cannot operate them like value latters or export to them. Uniforms are appropriate for that.
POP/mergePOP/example1	250901	POP	mergePOP	POP/mergePOP	Merge	1	merge multi-inputs + groups	50	45	
POP/neighborPOP/example1	250901	POP	neighborPOP	POP/neighborPOP	Neighbor	1	basic neighbor info	50	45	
POP/neighborPOP/example2	250901	POP	neighborPOP	POP/neighborPOP	Neighbor	2	averaging and smoothing	280	45	
POP/neighborPOP/example3	250901	POP	neighborPOP	POP/neighborPOP	Neighbor	3	Inside/Outside closed shape with Feathering	530	45	
POP/noisePOP/example1	250901	POP	noisePOP	POP/noisePOP	Noise	1	Simplest noise example	70	55	The Noise POP will generate noise based on the specified Noise Lookup Attribute. By using P in the Noise Lookup Attribute parameter you generate 3D noise based on the position of each point.
POP/noisePOP/example2	250901	POP	noisePOP	POP/noisePOP	Noise	2	Noise drives color	330	55	Sometimes it can be easier to generate a scalar noise attribute and then use that scaler noise to multiply 3D vectors like normals or positions or other attriburtes like color.Scalar attributes are simply attributes that have a single component - like float1 or int1. 
POP/noisePOP/example3	250901	POP	noisePOP	POP/noisePOP	Noise	3	Noise maps color and position	590	55	This examaple uses 2 separate scalar noise components - "NoiseA" and "NoiseB". It's easy to operate on each noise attribute seperately, and in this example a Limit POP is used to clamp each noise attribute to be above 0. The two noises are then multiplied together and added back to P.z in the Math Mix POP. This exmaple uses 2 seperate scalar noise components - "noiseA" and "noiseB". It's easy to operate on each noise attribute seperately, and in this example a Limit POP is used to clamp each noise attribute. The noise is then multiplied together and added back to P.z in mathmix. 
POP/noisePOP/example4	250901	POP	noisePOP	POP/noisePOP	Noise	4	3D noise on a sphere	850	55	Using scalar (single float value) noise attributes in 3D is easy. This example shows the same process of combining two scalar attributes into a 3D deformation by multiplying the scalar noise by the 3D normals and subsequently adding the displaced normals back onto position.
POP/noisePOP/example5	250901	POP	noisePOP	POP/noisePOP	Noise	5	variety of noise fundamentals	1090	55	A variety of Noise POP features from Overview.toe
POP/noisePOP/example6	250901	POP	noisePOP	POP/noisePOP	Noise	6	2D particles move and die	1360	55	A very basic particle system with Y motion, curl noise and particle death.
POP/noisePOP/example7	250901	POP	noisePOP	POP/noisePOP	Noise	7	3D particles move and die	1640	55	A very basic 3D particle system with Y motion, curl noise and particle death.
POP/normalPOP/example1	250901	POP	normalPOP	POP/normalPOP	Normal	1	surface normal vectors	50	45	After some operations, the normals are not pointing in the correct direction. The Normal POP recomputes normals based on all the primitives that share a point or vertex.The normals attribute is always called N. It can exist on a point, vertex or primitive, and the Normal POP can compute point, vertex or primitive normals.In the case of the primitive normals, it uses the position of the three or more points of a primitive.
POP/normalizePOP/example1	250901	POP	normalizePOP	POP/normalizePOP	Normalize	1	normalize attribute bounding box	50	45	
POP/normalizePOP/example2	250901	POP	normalizePOP	POP/normalizePOP	Normalize	2	radial and spherical normalization	270	45	
POP/nullPOP/example1	250901	POP	nullPOP	POP/nullPOP	Null	1	null	50	45	By default, Null POP does nothing and takes no memory.Put it at the end of POP chains if you are likely to put POPs befroe it.
POP/oakselectPOP/example1	250901	POP	oakselectPOP	POP/oakselectPOP	OAK Select	1	oak select	50	45	
POP/outPOP/example1	250901	POP	outPOP	POP/outPOP	Out	1	output POP from component	50	45	Go inside base1. out1 is an Out POP that is ued to wire POPs from inside the component to nodes in its parent component, in this case null1.When you rollover the output connector, of base1 you see a custom label, "Nice Geonmetry", set with the IOut POP's Label parameter. The selec POP gets the same data but it's assoming the name of the Output POP is out1.
POP/particlePOP/example1	250901	POP	particlePOP	POP/particlePOP	Particle	1	particle simple emission	60	75	In the Particle POP...To Initialize a particle system at its initial state, press Initialize. You can usually set Pre-Roll to run it a few seconds to get it primed.To start a particle System, press Start.To end it, press Go to Done.
POP/particlePOP/example2	250901	POP	particlePOP	POP/particlePOP	Particle	2	particle unique id and trails	320	75	
POP/particlePOP/example3	250901	POP	particlePOP	POP/particlePOP	Particle	3	particle input attribute	580	75	
POP/particlePOP/example4	250901	POP	particlePOP	POP/particlePOP	Particle	4	particle color attribute copy	840	75	
POP/particlePOP/example5	250901	POP	particlePOP	POP/particlePOP	Particle	5	particle position limits	1100	75	
POP/particlePOP/example6	250901	POP	particlePOP	POP/particlePOP	Particle	6	particle collisions	1360	75	
POP/particlePOP/example7	250901	POP	particlePOP	POP/particlePOP	Particle	7	particle radial forces	1621	75	See also the Force Radial POP.
POP/patternPOP/example1	250901	POP	patternPOP	POP/patternPOP	Pattern	1	pattern with/without input	50	45	
POP/phaserPOP/example1	250901	POP	phaserPOP	POP/phaserPOP	Phaser	1	phaser 1	50	45	The Phaser POP does staggered (time-offset) 3D animation interpolation. Phaser POP outputs point attributes that animate from one 3D position/state to another over a cycle, with each point transitioning at different times.
POP/phaserPOP/example2	250901	POP	phaserPOP	POP/phaserPOP	Phaser	2	phaser 2	270	45	This example shows how the phaser can quickly generate animation over a 3D grid.
POP/phaserPOP/example3	250901	POP	phaserPOP	POP/phaserPOP	Phaser	3	phaser 3	500	55	This example shows how the using the phaser attribute in the math mix we can convert the phase into rotation values for more complex animations.As well the ramp TOP is used to generate differnt transition patterns. As long as the transition patterns are switched when the phase fraction parameter is at 0 the animation transition is seemless.
POP/planePOP/example1	250901	POP	planePOP	POP/planePOP	Plane	1	plane 2D grids	50	45	
POP/pointPOP/example1	250901	POP	pointPOP	POP/pointPOP	Point	1	single or multi-points - no primitives	50	45	When simply one or more points need to be created.This cam be used to define constant-value attributes for Math Mix POP or Math Combine POP.THis can be used to drive the Specification POP input of Field POP or Force Radial POP, which defines one field or force per-point by naming the attributes like the parameter names.You can optionally create Point Primitives, but nothing more.
POP/pointPOP/example2	250901	POP	pointPOP	POP/pointPOP	Point	2	POPs with no P attribute	300	45	
POP/pointfileinPOP/example1	250901	POP	pointfileinPOP	POP/pointfileinPOP	Point File In	1	point files in	50	45	
POP/pointgeneratorPOP/example1	250901	POP	pointgeneratorPOP	POP/pointgeneratorPOP	Point Generator	1	point generator on/inside surfaces	50	45	
POP/polygonizePOP/example1	250901	POP	polygonizePOP	POP/polygonizePOP	Polygonize	1	polygonize from TOP image	50	45	
POP/polygonizePOP/example2	250901	POP	polygonizePOP	POP/polygonizePOP	Polygonize	2	polygonize for spinkles	290	45	Polygonize POP will draw polygons or line strips wheren the input image crosses a specified threshold. This POP does not create arbitrary closed polygons like the Trace SOP.
